0hr	2hr	4hr	6hr	8hr	10hr	12hr	14hr	16hr	18hr	20hr	22hr	24hr	dummy	DDB	Biological process	Cellular component	Molecular function
-0.6924	0.3488	-0.4812	-0.3112	-0.4237	-0.4112	-0.5719	0.5401	-0.0658	0.4159	0.2227	0.7288	0.1615	2	DDB0203403	NA	NA	NA
0.4768	-0.8862	0.4588	0.2450	-0.5828	0.3641	0.5008	-0.5035	0.7227	0.3114	0.2561	0.5130	0.8337	3	DDB0187416	NA	NA	NA
1.4849	1.7581	1.2968	1.9891	-0.8146	-0.3529	-0.5980	-1.6636	-0.7211	-1.2887	-0.9240	-0.2430	0.4141	0	DDB0169543	NA	NA	actin binding
0.2836	0.5788	-0.2123	-0.1402	0.1344	-0.0847	-0.0299	0.2198	0.4844	-0.1576	0.2831	-0.1205	-0.0135	1	DDB0190844	female gamete generation, regulation of nurse cell apoptosis	NA	diacylglycerol O-acyltransferase activity
-0.7421	-0.6313	-1.4582	-0.6802	0.3473	0.4045	0.4197	0.4214	0.1327	0.6624	0.5367	0.3476	-0.4579	6	DDB0201901	NA	extracellular space	NA
0.1584	0.3125	-0.5489	-0.7878	-0.5198	0.1521	0.4586	0.1219	0.3985	-0.1078	0.2629	0.2146	-0.0386	3	DDB0189588	NA	NA	NA
0.2943	-1.2562	-0.1018	-0.1232	1.8547	0.4620	-0.3181	0.0708	-0.4803	0.1758	-1.3851	0.0047	-1.8546	1	DDB0191175	NA	NA	NA
-0.6876	-0.3939	0.1691	-0.9672	0.6145	0.2998	0.0170	0.3567	0.1675	0.7316	0.5209	0.3571	-0.8647	3	DDB0188479	NA	NA	NA
0.2445	0.1529	0.0397	0.1393	-0.2628	-0.1628	-0.6464	-0.1348	-0.6857	-0.2800	0.0847	0.7305	0.8242	2	DDB0205756	NA	NA	NA
-0.5064	-1.1902	-0.2908	0.2178	0.8272	0.3352	-0.2373	0.8359	0.3332	0.0842	0.1457	-0.5143	-0.3641	3	DDB0190378	NA	NA	NA
0.4633	0.8271	0.0791	0.9977	-0.4614	0.1420	-0.2353	-0.3450	-0.3774	-0.4423	-0.0401	-0.3626	0.0724	4	DDB0202297	NA	NA	NA
-0.5995	-0.3752	0.2651	-0.4390	0.4500	0.4527	0.5975	0.7254	0.1648	-0.0142	0.4072	0.2551	0.2430	3	DDB0206040	NA	NA	protein kinase activity
2.4825	1.4157	1.5400	1.3271	0.2420	-0.5783	0.1199	-0.5330	-0.8037	-1.0359	-0.4351	-1.7317	-0.3544	0	DDB0206041	NA	NA	protein kinase activity
-0.3473	-0.6253	-0.9900	0.1577	0.3953	0.4779	-0.1882	-0.0960	-0.1434	0.1116	-0.2221	0.3274	0.3669	3	DDB0204572	NA	NA	DNA binding
0.3315	0.1984	1.0505	0.1742	0.6619	-0.1356	-0.7045	-0.0611	-0.4599	0.3365	-0.2734	-0.8054	-0.1559	1	DDB0206445	NA	NA	NA
-0.3473	-0.6253	-0.9900	0.1577	0.3953	0.4779	-0.1882	-0.0960	-0.1434	0.1116	-0.2221	0.3274	0.3669	3	DDB0204570	NA	NA	NA
-1.3747	-1.0805	-1.8936	-0.9985	-1.0808	-1.1851	0.2450	-0.2657	-0.9114	0.1592	1.2561	0.9233	0.1981	6	DDB0206448	NA	NA	NA
-0.7722	-0.7865	-0.4426	-0.7405	0.3215	0.5101	0.3214	0.4982	0.3113	0.5609	0.3662	0.2663	0.9225	3	DDB0190714	vesicle-mediated transport	Golgi apparatus	Rab GTPase activator activity
-0.3213	-0.5174	-1.0927	-0.9003	-0.7251	0.7043	0.5297	-0.0483	1.0095	0.6160	0.6397	0.8576	0.4684	3	DDB0190713	NA	NA	transferase activity
0.7405	0.7015	1.1137	-0.0157	0.4537	0.3504	0.4358	-0.4127	-0.0571	-0.7733	-0.2663	-0.0551	-0.7360	4	DDB0214922	NA	NA	NA
-0.1374	-0.0195	0.4897	-0.1790	-0.6869	-0.2339	1.0476	1.2772	0.4909	-0.3580	-0.3803	-0.2300	0.0567	3	DDB0205938	NA	NA	NA
1.1537	0.3932	0.5516	0.3848	-0.0443	0.7372	0.3091	-0.1674	-0.2465	-0.2665	-0.0379	-0.5494	-0.1266	4	DDB0192064	NA	NA	NA
-1.4801	-0.9937	-1.0145	-1.1095	0.3877	0.4376	0.3777	0.0883	0.9257	1.3298	0.0494	0.3581	-0.6341	6	DDB0202340	NA	NA	NA
-1.2173	-1.5317	-1.8291	-1.0573	0.1169	-0.0337	0.3678	0.5320	0.6224	1.2780	0.6703	0.7124	0.3252	6	DDB0191390	macroautophagy, sporulation, cellular response to nitrogen starvation, development	cytosol	molecular_function unknown
0.3654	1.0450	0.6655	-0.2675	-0.0773	0.0356	0.1316	0.6867	-0.0907	-0.6857	-0.2007	-0.5489	0.3859	1	DDB0191396	protein amino acid glycosylation	NA	oligosaccharyl transferase activity
0.3353	-0.0815	-0.4957	-1.0781	-0.1276	0.0387	0.3160	0.5228	0.1142	0.0925	0.4029	0.3698	-0.0519	3	DDB0203352	NA	NA	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
0.5490	0.2329	-0.4595	-0.2005	-0.4089	1.5215	0.0729	-0.0463	-0.0406	0.1361	-0.1822	-0.5519	-0.0180	1	DDB0206146	NA	microtubule cytoskeleton	microtubule binding, protein serine/threonine kinase activity
-1.4133	-0.8872	-0.6002	-0.3994	0.8957	-0.0178	-0.2377	1.2133	0.0160	-0.4279	-0.0562	-0.0654	0.1541	6	DDB0204405	NA	NA	NA
-0.5961	-0.8446	-0.4359	-0.8327	-0.5404	1.1404	0.4199	0.4355	0.4236	0.1624	0.4899	0.6103	-0.1958	3	DDB0191386	NA	NA	NA
0.5711	0.2016	-0.0316	0.0679	-0.6583	0.0804	-0.3675	-0.1989	-0.2454	0.2069	-1.1089	0.2308	-0.4965	1	DDB0186970	NA	NA	NA
1.2117	1.0569	0.3391	-0.0743	-0.3311	-0.8786	0.5080	-1.1840	-1.3715	-0.9422	0.0771	-0.1738	-0.8287	0	DDB0167490	NA	NA	NA
-0.4893	-0.3486	-0.0747	0.0198	-0.2993	0.1250	-0.0210	0.2219	0.1067	1.2850	-0.3429	-0.0933	-0.0719	3	DDB0167476	DNA topological change, DNA unwinding, DNA modification, chromosome organization and biogenesis (sensu Eukarya), meiosis	nucleus	nucleic acid binding, DNA topoisomerase activity, DNA topoisomerase type I activity, DNA binding
-0.0246	0.4740	0.2691	0.4183	-0.2760	-0.8504	-0.0012	0.2161	-0.3465	-0.1131	-0.3511	-0.3333	-0.4302	1	DDB0205021	NA	NA	NA
-3.0256	-1.6562	-1.7702	-1.7369	-1.4966	-1.7611	-1.0459	0.6119	-0.0996	0.4159	1.1294	-0.1374	-0.6510	6	DDB0189205	NA	NA	NA
-0.9176	-0.7841	-1.0339	-0.9550	0.3746	0.2534	0.4674	0.6169	0.1111	0.9447	0.1380	0.5479	-0.4010	6	DDB0183907	NA	NA	NA
-1.1307	-0.8914	-1.0199	-0.5115	0.1685	0.9661	0.1605	0.4035	0.1261	-0.3284	0.0692	0.5186	0.0148	6	DDB0192202	NA	NA	NA
-0.3773	-0.3615	-0.2418	0.1549	-0.0109	0.2465	-0.0732	-0.1108	-0.0764	0.3255	-0.1003	-0.0386	0.1020	3	DDB0186887	ornithine biosynthesis, arginine biosynthesis	mitochondrial matrix	N-acetyl-gamma-glutamyl-phosphate reductase activity, acetylglutamate kinase activity
-0.4405	-0.5851	-0.6987	-0.9041	1.2135	1.4661	0.2225	1.0741	0.7399	0.7323	0.2463	-0.3631	-0.8167	6	DDB0203973	negative regulation of transcription, DNA-dependent	nucleus	transcription co-repressor activity, protein binding
-0.5249	-0.7202	0.3924	-0.4466	0.4539	0.8412	0.7187	0.0565	0.0465	0.0795	0.4520	0.1498	-0.2782	3	DDB0185975	NA	NA	NA
0.2579	0.5156	-0.3439	0.5100	-0.8251	-0.5046	-0.7615	0.1966	-0.1055	-0.3418	0.4463	-0.2884	1.1052	2	DDB0185757	NA	NA	NA
-0.5972	-0.6567	-0.5598	-0.2562	0.2871	-0.0745	-0.0306	0.3641	0.1973	0.4346	-0.1581	-0.0569	-0.6292	3	DDB0191811	NA	NA	NA
-0.3275	-0.2629	0.6062	-0.1077	-0.5715	-0.5064	-0.2842	-0.0276	-0.0063	0.5019	0.0217	-0.0846	0.2097	1	DDB0214911	phosphorylation	cytoplasm	UTP-glucose-1-phosphate uridylyltransferase activity
-0.7880	0.1767	1.0428	-0.0286	0.4659	0.6830	0.2392	-0.2112	0.1843	0.9748	-1.4278	-0.0388	-0.4816	1	DDB0203503	NA	NA	NA
0.2535	0.3242	0.3934	0.4269	-0.2100	0.8270	-0.2728	-0.1316	0.1970	0.0614	0.5336	0.4264	0.3455	3	DDB0185371	folic acid and derivative metabolism	NA	methenyltetrahydrofolate cyclohydrolase activity, methylenetetrahydrofolate dehydrogenase (NADP) activity
1.0666	-0.4775	-0.3805	0.0414	-0.0364	-1.4974	-0.6556	-1.0728	-1.0321	-0.7540	-0.5420	0.1505	0.0881	2	DDB0188469	NA	NA	NA
-0.2851	0.3552	0.2100	0.1517	-0.2158	-0.0381	-0.6086	-0.0205	-0.4031	-0.2109	0.0724	-0.2019	0.1341	2	DDB0186315	NA	NA	NA
1.0096	0.4880	-0.1717	0.6255	-0.0846	-0.5567	0.2738	-0.1851	0.0844	-0.4760	-0.4378	-0.2635	0.5813	4	DDB0186317	mRNA processing, RNA splicing	Cajal body	pre-mRNA splicing factor activity
-0.2446	1.0300	0.1925	1.4762	0.6887	-1.2827	-0.4818	-0.3684	-1.3254	-0.9907	-0.1375	-0.0061	0.2369	2	DDB0168167	NA	NA	NA
-0.2310	0.3132	0.0226	0.5340	-0.0259	-0.4077	0.2943	-0.2380	-0.5437	-0.0233	-0.5003	0.3260	0.7751	2	DDB0204370	NA	NA	NA
-0.8517	-0.3680	-0.5868	-0.3349	0.0935	0.7980	0.7651	0.8727	0.2272	0.3113	0.4766	-0.0938	-0.0326	3	DDB0185198	NA	NA	guanyl-nucleotide exchange factor activity
-0.8713	-0.8330	-0.6839	-0.6258	0.6587	0.1799	0.1317	0.6788	-0.1061	0.2139	0.5391	0.7645	0.0579	6	DDB0205134	NA	NA	protein serine/threonine phosphatase activity
0.3936	-0.0011	0.1383	-0.1567	-0.8974	-0.6496	-0.1453	-0.0042	0.6342	0.4212	0.4386	0.5556	0.1631	3	DDB0187138	protein complex assembly, energy derivation by oxidation of organic compounds	respiratory chain complex III (sensu Eukarya)	NA
-0.9043	-0.7938	-0.7921	-0.4646	-0.5851	0.4595	0.9918	0.7307	-0.1435	-0.1687	0.3415	0.7211	-0.3215	6	DDB0188480	translational elongation	mitochondrial matrix, mitochondrial ribosome	translation elongation factor activity
-1.0063	-0.6338	-0.8646	-0.0910	0.1478	0.3722	0.6921	0.4840	0.2104	0.7984	-0.4393	0.5866	0.0925	6	DDB0205586	NA	NA	NA
0.0407	1.0530	-0.5332	-0.2209	0.2769	-0.4017	-0.6424	-0.5694	-0.4186	0.4691	-0.2602	-0.4164	-0.5057	1	DDB0205587	NA	NA	NA
0.0297	-0.1578	-0.3708	-0.5513	0.1086	0.1701	0.4292	0.3021	-0.1145	0.4130	-0.9518	0.1134	-0.0298	1	DDB0202805	fertilization (sensu Animalia)	endoplasmic reticulum	chaperone activity
-0.1580	-0.6185	-0.4163	0.0830	-0.7762	0.4562	0.2443	0.0167	0.8679	0.0974	0.0262	-0.2575	0.1080	3	DDB0187865	NA	NA	NA
0.8540	-0.0614	0.5393	0.3245	0.7256	0.3030	0.1622	0.1796	-0.3571	0.1579	0.0605	-0.6888	-0.6188	1	DDB0187045	NA	NA	NA
-0.4179	-0.4242	-0.2327	-0.6868	0.2945	0.7021	0.2062	0.7707	0.7545	0.2321	-0.0941	0.0712	-0.6008	3	DDB0189699	NA	NA	chaperone activity
-0.1668	-0.2312	-0.2914	0.1054	-0.3989	-0.1613	0.1206	0.0943	-0.8875	0.1560	0.4456	0.8001	-0.2453	3	DDB0204188	NA	NA	NA
-1.6578	-2.4456	-1.3741	-1.1575	0.6457	0.7565	0.6702	1.7042	0.9254	1.1230	0.8983	0.0155	-0.1992	5	DDB0187598	NA	NA	NA
0.2354	0.1554	-0.3949	-0.6392	-0.3292	-0.2960	-0.0396	-0.2160	-0.0049	0.3359	0.2477	0.1227	0.4256	3	DDB0187269	NA	NA	NA
-0.4264	-0.7771	-1.5379	-0.3849	-0.1886	-0.2354	-0.0331	0.8097	1.1482	0.4507	0.0829	-0.1151	-1.0870	6	DDB0188468	NA	NA	NA
0.0728	0.2054	1.2087	0.1629	0.1250	-0.6167	0.3040	0.1037	-0.2775	-0.6638	-0.3345	-0.1853	-0.2699	1	DDB0205766	NA	NA	DNA binding
-0.3885	-0.2274	0.8539	0.6469	0.1307	-0.6839	0.0913	0.0997	0.9738	0.1771	-0.9068	1.1304	-1.1006	1	DDB0190147	NA	NA	NA
-1.4509	-1.8863	-0.0054	-1.4606	0.7742	0.6906	0.5780	1.0572	1.4824	1.8761	0.3755	1.1382	-0.3531	5	DDB0186183	NA	NA	NA
-0.7886	-0.0722	0.8564	0.4881	0.4264	0.3215	0.1415	1.1268	0.1025	0.3249	-0.4763	-1.2617	-0.5647	1	DDB0191727	isoleucyl-tRNA aminoacylation	NA	isoleucine-tRNA ligase activity
0.3106	-0.0886	0.1743	-0.4100	-0.0064	0.2863	-0.0126	-0.3907	0.0837	-0.3795	0.7890	0.6209	0.5155	3	DDB0187461	NA	NA	NA
1.7132	0.8578	0.6515	1.0874	-0.0169	-0.0148	-0.1195	-0.4159	-0.7095	-0.3190	-0.1821	-0.7238	-0.2616	0	DDB0189689	NA	NA	NA
0.4078	-0.8987	-0.1813	-1.0579	0.0746	-0.1868	-0.5708	0.8639	0.2943	0.1197	-0.4317	0.0698	-0.5768	6	DDB0187663	NA	NA	NA
-1.7795	-1.4348	-2.5671	-1.0812	0.5841	1.4327	0.9240	1.8311	0.3980	1.5460	-0.3315	-0.9363	-1.0008	5	DDB0203218	anti-apoptosis	NA	ubiquitin conjugating enzyme activity
-1.2574	-0.3447	-0.7210	-0.8174	-0.1314	-0.0428	0.2964	0.1567	0.2671	-0.0049	0.1771	0.5522	-0.4825	3	DDB0187661	NA	NA	NA
1.6822	1.1102	1.1350	0.9022	-0.3494	-0.4550	-0.3441	-1.0607	-1.0155	-0.1220	-0.2689	-0.0065	0.3398	0	DDB0204567	NA	NA	NA
-2.0785	-1.9712	-1.9404	-2.0219	0.6135	1.5541	-0.1616	1.1651	0.8670	1.1415	-0.4644	0.6355	-0.5870	5	DDB0183898	NA	NA	NA
0.5473	0.0831	0.5797	0.3118	0.0596	-0.2372	-0.0514	-0.3657	-0.3053	-0.7477	0.1193	-0.0590	-0.4036	4	DDB0215181	NA	NA	NA
0.9283	0.7304	0.7558	0.7027	0.3177	0.0029	0.0310	-0.3716	-0.7347	-0.9180	-0.3781	-0.5502	0.5661	4	DDB0192007	mRNA metabolism	cytoplasm	poly(A) binding
-0.1833	-0.6228	-0.9393	-0.5601	-0.2836	0.3155	-0.0109	0.9406	0.6362	0.5627	-0.1109	0.2657	-0.0590	6	DDB0184193	NA	NA	NA
1.0214	0.3825	0.2108	0.4691	0.3750	-0.1903	0.0053	-0.7871	-0.6839	-0.5738	-0.2886	-0.0198	0.3330	4	DDB0188070	NA	membrane, cytoplasm	NA
-0.5224	-0.5913	-0.1579	-1.0991	-0.0337	0.0888	0.0904	0.2059	0.4666	0.1745	0.0990	0.6374	-0.1655	3	DDB0202338	NA	NA	NA
0.4055	-0.0255	1.1476	-0.7070	0.2524	-0.2744	-0.5445	0.2150	0.0290	0.6444	-0.3004	0.5233	0.1674	2	DDB0205834	NA	NA	subtilase activity
0.4464	0.2186	-0.4114	-0.0334	-0.1364	-0.2682	0.3083	-0.0232	0.4828	-0.5950	0.7273	-0.0120	0.3745	3	DDB0215305	NA	NA	NA
-0.1340	-1.0270	0.8264	0.0169	-0.9242	-0.7399	0.5031	-0.8658	0.0349	-1.2832	0.1194	0.7367	1.0330	3	DDB0184542	NA	NA	NA
-0.1180	0.3528	-0.1872	0.2438	0.1078	0.5706	1.2637	0.3679	0.1563	0.0967	-0.9646	-0.3780	0.8965	1	DDB0184460	NA	NA	NA
0.5844	3.3635	2.3999	1.0813	0.3699	-1.0802	-0.7618	-0.4887	-0.8076	-1.7959	-0.9076	-0.3994	-0.5133	0	DDB0167832	sperm individualization	actin cytoskeleton, actin filament	structural constituent of cytoskeleton, motor activity
1.2263	0.5701	0.7896	0.7166	-0.0444	0.4288	-0.1353	-0.6249	-0.2970	-0.6626	-0.0908	-0.4330	-0.3844	4	DDB0167445	metabolism	NA	catalytic activity
-0.0246	0.4740	0.2691	0.4183	-0.2760	-0.8504	-0.0012	0.2161	-0.3465	-0.1131	-0.3511	-0.3333	-0.4302	1	DDB0202742	NA	NA	NA
-0.4730	0.1407	0.6575	0.7970	-0.4394	0.4933	-0.1518	0.3041	0.1082	0.3328	0.2223	-0.1130	-0.4167	1	DDB0184562	NA	NA	NA
0.5979	-0.5159	-0.1580	-0.3566	0.4233	0.4161	0.4867	-0.4211	-0.0351	0.0274	-0.1023	-0.4090	-0.0478	1	DDB0185967	NA	NA	NA
2.0016	0.6872	-0.6977	1.0204	-0.1656	-1.1767	-1.1100	-1.2049	-0.3974	-0.3656	-0.5598	-0.1595	-1.0252	0	DDB0185213	anion transport	NA	NA
-0.0781	-0.1861	-0.0630	-0.5600	-0.0566	0.4384	0.4988	0.4315	0.3142	0.4648	0.5487	0.5979	-0.2279	3	DDB0185963	NA	NA	NA
0.3107	0.3232	-0.3642	-0.5101	0.3702	0.1000	0.1603	-0.5488	-0.2367	-0.4847	0.2326	-0.0914	-0.4398	1	DDB0204960	NA	nucleolus, nuclear membrane	NA
0.2674	-0.4340	0.2431	0.8530	-0.3274	0.4162	-0.3432	-0.1161	-0.5770	-1.0935	-0.8556	-1.0087	0.0745	1	DDB0189501	NA	NA	S-adenosylmethionine-dependent methyltransferase activity
-0.1668	-0.2663	-0.2914	-0.7955	-0.4998	-0.1613	0.6597	0.0943	-0.2223	0.1560	0.5983	0.8720	0.2737	3	DDB0189505	NA	NA	NA
0.0417	0.1177	0.5239	-0.0505	0.0936	0.1956	-0.1890	-0.1893	-0.2035	0.3250	-0.3516	-0.1264	0.0229	1	DDB0188855	NA	NA	NA
-1.1538	-0.9857	-0.4260	-0.4156	1.2800	2.2591	0.3996	1.7601	0.2219	0.7590	-0.7340	-0.0445	-0.6225	6	DDB0186988	NA	NA	NA
1.3599	0.9909	1.4417	0.6605	-0.3253	-0.1245	-0.5121	-0.9809	-0.4440	-0.1074	-0.4194	0.1176	0.2712	0	DDB0203697	NA	NA	NA
0.5592	0.2397	0.6551	0.2330	0.2293	0.0937	0.3782	0.1304	-0.0064	0.1636	0.5296	-0.0433	0.0136	4	DDB0189725	NA	NA	nucleic acid binding
1.2691	0.6847	0.6669	0.9357	-0.5326	-0.4868	-0.2034	-1.4817	-0.8151	-0.3018	-0.5723	-0.5870	0.2094	0	DDB0168565	NA	NA	NA
-0.3282	-0.3158	-0.4164	0.5024	-0.9872	-0.3214	-0.3613	-0.2164	0.7648	1.1920	0.1100	-0.3924	-0.3795	1	DDB0202928	NA	NA	NA
-0.1463	0.6654	-0.1635	0.2759	-0.2131	-0.3613	-0.0256	1.0403	0.5100	-0.0065	0.2377	-0.3188	0.3102	1	DDB0185181	NA	NA	diacylglycerol kinase activity
-0.8694	-0.7864	-0.8377	-0.4313	-0.0129	-0.3022	0.2449	-0.0433	0.3769	0.3117	0.1751	-0.2555	0.3704	3	DDB0185182	DNA repair, protein amino acid phosphorylation, signal transduction	NA	casein kinase I activity
-0.7654	-0.6683	-0.8889	-0.9634	0.1471	0.8325	0.3671	0.2316	0.5155	0.5599	0.4216	0.6595	-0.2062	6	DDB0186187	NA	NA	NA
-0.4945	-1.0644	0.6329	-0.1617	0.1205	-0.1112	0.2115	0.0518	-0.1262	0.5076	0.3668	0.6126	0.5448	3	DDB0205358	NA	NA	alcohol dehydrogenase activity, zinc-dependent
-1.7492	-1.5792	-1.6221	-1.6594	0.3938	0.7976	0.2955	1.1628	0.8175	2.0088	0.6919	0.5349	-0.1100	5	DDB0202813	NA	NA	NA
-0.4651	0.1657	-0.0157	-0.0065	-0.7014	-0.7278	-0.3286	-0.1645	-0.6293	0.3689	-0.0856	0.3178	0.1966	2	DDB0205882	NA	NA	NA
-0.4790	-0.7475	-0.7945	0.2470	-0.5518	-0.3514	0.5482	0.3403	0.3548	0.2626	-0.3871	-0.3160	0.6235	3	DDB0187870	NA	NA	NA
1.1788	0.7756	0.5658	1.2775	-0.6154	0.7584	-0.1836	-0.8498	-0.3342	-0.1328	-0.1592	-0.8447	0.1478	0	DDB0205685	NA	NA	electron transporter activity
0.0331	-0.2463	0.4050	-0.1850	0.0549	-0.3108	0.1694	-0.0377	-0.5733	-0.1803	-0.5200	0.0105	0.1640	1	DDB0202233	NA	NA	hydrolase activity, hydrolyzing O-glycosyl compounds
-1.2296	0.8708	0.5176	0.4872	-0.2558	-0.7290	-0.8533	0.4868	0.5164	-0.8719	-1.1839	0.6858	-0.6598	2	DDB0204178	NA	NA	NA
-0.4057	-1.2827	-0.8345	-1.3303	-0.6228	-1.1424	0.5263	0.4971	2.2999	3.6576	0.4380	0.0960	-0.2145	5	DDB0215224	NA	NA	NA
-0.2985	0.2199	-0.2455	-0.5492	-0.4870	-0.6207	-0.2827	0.1100	0.1283	0.2805	-0.0565	0.2062	-0.5336	1	DDB0191157	embryonic development	NA	NA
0.7013	-0.0796	-0.0837	0.3258	-0.0596	0.6975	-0.4561	-0.1328	-0.0397	0.4484	-0.0090	-0.1891	-0.3485	1	DDB0188290	NA	NA	NA
0.1176	0.0947	1.4405	-0.0294	0.4827	0.3649	0.6896	0.0109	-0.0263	-0.5728	0.1226	-0.2272	-0.7966	4	DDB0191483	NA	NA	NA
-0.4822	-0.6961	-0.2426	-0.0653	0.0657	-0.0164	-0.2913	0.6728	0.5854	-0.2982	0.2452	0.0870	0.4639	3	DDB0188298	NA	NA	NA
-0.2646	0.5094	-0.0456	0.2909	-0.3060	-0.0396	-0.1042	-0.2442	-0.5077	-0.2132	0.2199	0.0883	0.4137	2	DDB0168928	NA	NA	catalytic activity
1.0329	2.3478	3.7561	2.2536	0.5860	0.3667	-0.4643	-1.0075	-1.0106	-1.4376	-0.2584	-0.6634	-0.1731	0	DDB0188454	sperm individualization	NA	NA
-1.5505	-2.5087	-1.9686	-3.0965	0.9953	0.2955	0.9036	1.0782	0.6265	1.0753	0.9050	0.9332	-0.3566	5	DDB0204082	NA	NA	NA
-1.0944	-1.3887	-0.3620	0.0333	0.3372	0.3426	-0.1812	-0.1541	-0.0806	0.2919	0.3876	0.8342	1.0605	3	DDB0186795	ribonucleoside monophosphate biosynthesis	NA	adenosine kinase activity
0.6431	1.5011	1.0766	1.0942	-0.0732	0.0221	-0.1711	-0.8061	-0.8881	-0.6689	-1.1080	-0.6222	-0.7292	0	DDB0191738	NA	NA	NA
0.9001	0.6812	0.7417	0.3332	0.3117	0.3775	-0.1815	0.0638	-0.4483	-0.4118	-0.1559	-0.7513	-0.2151	4	DDB0190609	NA	NA	acyltransferase activity
-0.7497	-0.2926	-1.0993	0.1537	0.4884	0.7158	0.2895	0.4100	-0.0323	0.4396	0.1075	1.0642	-0.6998	3	DDB0202039	NA	NA	NA
1.8820	1.8099	0.5516	0.7489	-0.5770	-0.1925	-0.6582	-0.4381	-0.8162	-0.7747	-0.2354	-0.5248	-0.3943	0	DDB0215012	NA	NA	NA
-0.4601	-0.4446	-0.3937	-0.0857	-0.4993	0.5612	-0.2497	0.8667	-0.0865	-0.3535	-0.1445	0.4639	0.0880	3	DDB0185150	glycogen metabolism, cell differentiation, signal transduction, morphogenesis, protein amino acid phosphorylation	NA	glycogen synthase kinase 3 activity, protein serine/threonine kinase activity
-0.1921	0.4845	-0.2483	0.4839	-0.2545	1.1669	-0.3652	-0.3416	-0.2892	-0.1324	-0.2474	0.0907	-0.1725	1	DDB0190738	NA	NA	NA
0.0628	0.6494	0.9404	0.2885	-0.1198	0.0000	-0.3484	-0.1427	-0.1716	-0.1056	-0.2944	-0.0134	0.1509	1	DDB0190518	lipid metabolism, signal transduction, vision	NA	diacylglycerol cholinephosphotransferase activity
-1.4826	-0.5905	0.2123	-1.1316	0.5274	0.7204	0.3691	0.2162	-0.0620	0.8778	-1.0624	-0.0333	-0.0695	3	DDB0190045	NA	NA	NA
-0.2386	-0.0474	-0.4482	-0.3449	0.0876	0.7193	0.0479	0.0688	0.3205	-0.0242	-0.3554	0.2098	-0.2108	3	DDB0190289	embryonic development, reproduction, cytokinesis, exocytosis, endocytosis, response to osmotic stress, vacuole inheritance, mitotic spindle orientation, mitochondrion inheritance, cell wall organization and biogenesis, apical bud growth, isotropic bud growth, establishment of cell polarity (sensu Saccharomyces), protein secretion, vesicle transport along actin filament, cell cycle dependent actin filament reorganization, sporulation (sensu Saccharomyces), histone acetylation, regulation of transcription from Pol II promoter	actin filament, actin cable (sensu Saccharomyces), contractile ring (sensu Saccharomyces), actin cortical patch (sensu Saccharomyces), histone acetyltransferase complex	structural constituent of cytoskeleton
-1.0975	-1.1345	-0.0425	-0.6834	0.9056	-0.1453	0.9642	0.6995	0.5846	0.8141	0.3416	0.2015	0.0068	6	DDB0206336	NA	NA	NA
0.0451	-0.1731	0.1304	-0.2916	-0.0355	-0.1424	0.5519	0.0851	-0.1560	-0.7407	-0.2232	0.4534	-0.0916	1	DDB0204424	NA	NA	nucleic acid binding
-0.1631	0.0908	-0.9817	-0.6953	-0.1318	0.2169	0.0330	-0.1182	0.4403	0.4809	0.1042	0.1785	-0.8554	3	DDB0190466	NA	NA	NA
0.6303	0.8408	0.1291	0.4963	0.1629	-0.2543	0.2749	-0.2250	-0.2444	-0.7379	0.4325	-0.4628	-0.3818	4	DDB0202252	NA	NA	NA
-0.7899	0.1115	-1.6871	-0.7263	-0.1599	-0.5782	0.0600	0.4414	1.1815	1.1070	0.5864	0.6549	0.0184	6	DDB0002096	acetyl-CoA biosynthesis from pyruvate	NA	NA
0.0196	-0.1854	0.2777	-0.3656	0.1409	0.6930	-0.5165	-0.0492	-0.2408	0.2184	0.2052	0.1190	-0.6186	1	DDB0205912	amino acid metabolism, transport	integral to plasma membrane	basic amino acid transporter activity
0.4764	0.1508	0.8421	0.4027	0.1353	0.3703	-0.3824	-0.0567	0.0123	0.2682	0.2506	-0.3111	-0.0136	1	DDB0183967	NA	NA	NA
0.1971	0.6096	0.8838	0.6550	-0.3987	0.4288	0.2352	-0.1557	-0.4309	-0.3513	-0.0237	-0.4657	0.1940	4	DDB0184574	NA	NA	NA
-0.3931	1.2261	1.1234	0.8439	-0.6701	-0.6680	-0.6185	-0.3285	-0.7287	-0.5434	-0.7055	0.5111	0.2123	2	DDB0001687	NA	NA	NA
0.8655	1.0383	0.8496	0.2844	-0.2856	-0.1748	-0.3616	-0.5316	-0.6031	-0.6694	0.0157	-0.3986	-0.0755	0	DDB0185225	NA	NA	NA
0.5969	0.6613	0.7892	0.2785	0.1567	0.4908	0.1927	-0.4804	0.3180	-0.5879	0.0051	-0.3723	-0.2249	4	DDB0185229	NA	NA	NA
0.1296	0.4482	0.1138	0.1643	0.1372	0.1033	0.1262	-0.4478	-0.2663	-0.4053	-0.0765	0.0329	0.0653	1	DDB0189086	NA	NA	NA
0.2158	0.1746	0.4155	-0.0894	0.2620	0.1154	0.4346	-0.0745	-0.0916	-0.1361	0.0053	-0.3755	-0.4736	1	DDB0185428	NA	NA	NA
